---
pid: 13044
cwd: "C:\Users\PC\Desktop\ХЗ\адекватный сайт"
command: "Set-Location \"C:\\Users\\PC\\Desktop\\ХЗ\\адекватный сайт\"; python -m http.server 5501 --bind 127.0.0.1"
started_at: 2026-06-12T06:39:03.831Z
running_for_ms: 10180000 
---
Serving HTTP on 127.0.0.1 port 5501 (http://127.0.0.1:5501/) ...
127.0.0.1 - - [12/Jun/2026 13:59:27] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 13:59:27] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 13:59:30] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 13:59:30] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 13:59:30] "GET /assets/images/photos/hero-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:26] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hub-about.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:00:29] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /about.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/dual-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/terminal-table.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:14] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:17] "GET /assets/images/diplomas/diploma-1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:17] "GET /assets/images/diplomas/diploma-2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:17] "GET /assets/images/diplomas/diploma-3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:01:17] "GET /assets/images/diplomas/diploma-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /about.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/about.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/10-about.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/dual-scroll.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/terminal-table.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/lightbox-spring.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:05:18] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:07:46] "GET /about.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:07:46] "GET /js/modules/about-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /about.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/main.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/about.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /css/16-about-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/modules/about-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:00] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:08:35] "GET /js/about.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:08:35] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:13] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/about.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /css/16-about-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/dual-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/terminal-table.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/lightbox-spring.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/about-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:09:38] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:41] "GET /assets/images/diplomas/diploma-1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:41] "GET /assets/images/diplomas/diploma-2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:41] "GET /assets/images/diplomas/diploma-3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:41] "GET /assets/images/diplomas/diploma-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:09:51] "GET /js/modules/about-deep.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/services-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/services-tabs.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:05] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:08] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:12] "GET /assets/images/photos/hero-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /capital.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /js/capital.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /js/modules/stages-flip.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /js/modules/three-scene.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /js/modules/capital-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:11:56] "GET /js/modules/scenarios-tilt.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /reviews.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/main.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/reviews.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /assets/images/photos/hero-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/reviews-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/multi-step-form.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/contact-channels.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:41] "GET /js/modules/services-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /assets/images/photos/alexa-portrait.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/modules/hero.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/modules/marquee.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/modules/home-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /js/modules/home-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /assets/images/photos/alexa-alt.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:54] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hub-about.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:12:57] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:20] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:20] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:20] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:20] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:20] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /capital.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:26] "GET /js/modules/three-scene.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:36] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /js/services.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /js/modules/services-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:13:57] "GET /data/content.js HTTP/1.1" 304 -
